id	pubchemid	casrn	chemical_name	substance_type	pmid	experiment_type	cell_tissue_microbe_strain	test_organism	test_organism_lifestage	administration_method	target_organism	unit	administered_dose_range	significant_dose_range	time_to_death_of_target_organism_in_minutes	anthelminthic_efficacy_in_percent	therapeutic_action
RID10153			Laurus nobilis essential oil	Mixture	34451721	In vitro	Oomycete				Saprolegnia parasitica	µL/mL	0.013	0.013	-	-	Antipathogenic
RID10154			Lavandula angustifolia Hemus essential oil	Mixture	31905915	In vitro	EA011113				Edwardsiella anguillarum	μg/mL	170.0	170.0	-	-	Antibacterial
RID10154			Lavandula angustifolia Hemus essential oil	Mixture	31905915	In vitro	NS13				Aeromonas veronii bv. sobria	μg/mL	350.0	350.0	-	-	Antibacterial
RID10151			Isaria cicadae spent substrate	Mixture	37003497	In vivo		Larimichthys crocea		Diet		%	6.0	6.0	-	-	Growth promoter
RID20007			Gold nanoparticles	Nanomaterial	26939524	In vitro	Eel kidney cell line EK-1	Anguilla japonica			Heterosporis saurida	μg/mL	0.01-1.0	0.01-1.0	-	-	Antimicrosporidial
RID10150			Hesperozygis ringens whole plant hexane extract	Mixture	30735293	In vitro	MF372510				Aeromonas hydrophila	μg/mL	3200.0	3200.0	-	-	Antibacterial
RID10150			Hesperozygis ringens whole plant hexane extract	Mixture	30735293	In vitro	MF372509				Aeromonas hydrophila	μg/mL	3200.0	3200.0	-	-	Antibacterial
RID10144			Gracilaria gracilis whole plant methanol extract	Mixture	30544601	In vitro	Bacteria				Bacillus subtilis	μg	50.0-200.0	50.0-200.0	-	-	Antibacterial
RID10145			Haematoxylum campechianum wood aqueous extract	Mixture	38518713	In vitro	AF364041.1				Tetrahymena piriformis	mg/L	500.0-5000.0	2500.0-5000.0	-	-	Antiparasitic
RID10146			Haematoxylum campechianum wood ethyl acetate extract	Mixture	38518713	In vitro	AF364041.1				Tetrahymena piriformis	mg/L	50.0-5000.0	5000.0	-	-	Antiparasitic
RID00051	CID:152946	CAS:151096-09-2	Moxifoxacin	Compound	37970451	In vitro					Klebsiella pneumoniae	μg/mL	256.0	256.0	-	-	Antibacterial
RID10148			Hermetia illucens larvae fat extract	Mixture	34445533	In vitro	Bacteria				Aeromonas hydrophila	μg/mL	95.0-190.0	95.0-190.0	-	-	Antibacterial
RID10148			Hermetia illucens larvae fat extract	Mixture	34445533	In vitro	Bacteria				Aeromonas salmonicida	μg/mL	380.0	380.0	-	-	Antibacterial
RID10150			Hesperozygis ringens whole plant hexane extract	Mixture	30735293	In vitro	MF372509				Raoultella ornithinolytica	μg/mL	6400.0	6400.0	-	-	Antibacterial
RID10149			Hesperozygis ringens whole plant ethanol extract	Mixture	30735293	In vitro	ATCC7966				Aeromonas hydrophila	μg/mL	6400.0	6400.0	-	-	Antibacterial
RID10149			Hesperozygis ringens whole plant ethanol extract	Mixture	30735293	In vitro	MF372509				Raoultella ornithinolytica	μg/mL	6400.0	6400.0	-	-	Antibacterial
RID10149			Hesperozygis ringens whole plant ethanol extract	Mixture	30735293	In vitro	MF372510				Aeromonas hydrophila	μg/mL	6400.0	6400.0	-	-	Antibacterial
RID10149			Hesperozygis ringens whole plant ethanol extract	Mixture	30735293	In vitro	MF372511				Citrobacter freundii	μg/mL	6400.0	6400.0	-	-	Antibacterial
RID10149			Hesperozygis ringens whole plant ethanol extract	Mixture	30735293	In vitro	MH397688				Aeromonas veronii	μg/mL	6400.0	6400.0	-	-	Antibacterial
RID10149			Hesperozygis ringens whole plant ethanol extract	Mixture	30735293	In vitro	MH397689				Aeromonas hydrophila	μg/mL	6400.0	6400.0	-	-	Antibacterial
RID10150			Hesperozygis ringens whole plant hexane extract	Mixture	30735293	In vitro	ATCC7966				Aeromonas hydrophila	μg/mL	1600.0	1600.0	-	-	Antibacterial
RID10149			Hesperozygis ringens whole plant ethanol extract	Mixture	30735293	In vitro	MF372509				Aeromonas hydrophila	μg/mL	6400.0	6400.0	-	-	Antibacterial
RID10137			Gaultheria procumbens leaf extract	Mixture	34206270	In vitro	Bacteria				Aeromonas spp.	µL/mL	3.12	3.12	-	-	Antibacterial
RID10133			Garcinia mangostana fruit pericarp ethyl acetate extract	Mixture	29635710	In vitro	ALM-00-173				Flavobacterium columnare	mg/mL	100.0	100.0	-	-	Antibacterial
RID10137			Gaultheria procumbens leaf extract	Mixture	34206270	In vitro	Bacteria				Aeromonas bestiarum	µL/mL	6.25	6.25	-	-	Antibacterial
RID10127			Florfenicol+Quercetin	Mixture	35884183	In vivo		Cyprinus carpio			Aeromonas hydrophila	mg/kg	2.5+10-10+10	2.5+10-10+10	-	-	Antibacterial
RID00049	CID:14969	CAS:1404-90-6	Vancomycin	Compound	30179290	In vitro	ATCC 29177				Streptococcus iniae	μg	30.0	30.0	-	-	Antibacterial
RID00049	CID:14969	CAS:1404-90-6	Vancomycin	Compound	30179290	In vitro	ATCC 6633				Bacillus subtilis	μg	30.0	30.0	-	-	Antibacterial
RID00049	CID:14969	CAS:1404-90-6	Vancomycin	Compound	30179290	In vitro	SY-AJ				Acinetobacter johnsonii	μg	30.0	30.0	-	-	Antibacterial
RID00049	CID:14969	CAS:1404-90-6	Vancomycin	Compound	30179290	In vitro	SY-AS1				Aeromonas sobria	μg	30.0	30.0	-	-	Antibacterial
RID00049	CID:14969	CAS:1404-90-6	Vancomycin	Compound	30179290	In vitro	SY-AS3				Aeromonas sobria	μg	30.0	30.0	-	-	Antibacterial
RID10126			Florfenicol+Punica granatum fruit extract	Mixture	31614964	In vivo		Penaeus vannamei			Aeromonas hydrophila	mg/mL	0.03	0.03	-	-	Antibacterial
RID00049	CID:14969	CAS:1404-90-6	Vancomycin	Compound	30179290	In vitro	SY-BN9				Bacillus nealsonii	μg	30.0	30.0	-	-	Antibacterial
RID00049	CID:14969	CAS:1404-90-6	Vancomycin	Compound	30179290	In vitro	SY-BS19				Bacillus subtilis	μg	30.0	30.0	-	-	Antibacterial
RID00049	CID:14969	CAS:1404-90-6	Vancomycin	Compound	30179290	In vitro	SY-BS20				Bacillus subtilis	μg	30.0	30.0	-	-	Antibacterial
RID00049	CID:14969	CAS:1404-90-6	Vancomycin	Compound	30179290	In vitro	SY-BT11				Bacillus thuringiensis	μg	30.0	30.0	-	-	Antibacterial
RID00049	CID:14969	CAS:1404-90-6	Vancomycin	Compound	30179290	In vitro	SY-LG1				Lactococcus garvieae	μg	30.0	30.0	-	-	Antibacterial
RID00049	CID:14969	CAS:1404-90-6	Vancomycin	Compound	30179290	In vitro	SY-LX12				Lysinibacillus xylanilyticus	μg	30.0	30.0	-	-	Antibacterial
RID00049	CID:14969	CAS:1404-90-6	Vancomycin	Compound	32207876	In vitro	Bacteria				Aeromonas caviae	μg	30.0	30.0	-	-	Antibacterial
RID00049	CID:14969	CAS:1404-90-6	Vancomycin	Compound	30179290	In vitro	SY-BP15				Bacillus pumilus	μg	30.0	30.0	-	-	Antibacterial
RID10128			Flumequine+Titanate nanotubes	Mixture	35424545	In vitro	ATCC 25922				Escherichia coli	μg/mL	100.0	100.0	-	-	Antibacterial
RID10125			Florfenicol+Myo-inositol	Mixture	30184134	In vivo		Cyprinus carpio		Oral	Aeromonas hydrophila	mg/kg	25+50	25+50	-	-	Antibacterial
RID10125			Florfenicol+Myo-inositol	Mixture	30184134	In vivo		Cyprinus carpio			Aeromonas hydrophila	mg/kg	25+50	25+50	-	-	Antibacterial
RID00048	CID:149096	CAS:100986-85-4	Levofloxacin	Compound	38659458	In vitro	LY21811				Nocardia seriolae	µg/tablet	5.0	5.0	-	-	Antibacterial
RID00048	CID:149096	CAS:100986-85-4	Levofoxacin	Compound	37970451	In vitro					Klebsiella pneumoniae	μg/mL	128.0-256.0	128.0-256.0	-	-	Antibacterial
RID10118			Eucalyptus globulus fruit aqueous extract	Mixture	38518713	In vitro	AF364041.1				Tetrahymena piriformis	mg/L	500.0-5000.0	5000.0	-	-	Antiparasitic
RID10119			Eucalyptus globulus fruit ethyl acetate extract	Mixture	38518713	In vitro	AF364041.1				Tetrahymena piriformis	mg/L	50.0-5000.0	5000.0	-	-	Antiparasitic
RID10121			Eugenia caryophyllata essential oil	Mixture	32119179	In vitro	ATCC14174				Aeromonas salmonicida	μg/mL	520.0	520.0	-	-	Antibacterial
RID10121			Eugenia caryophyllata essential oil	Mixture	32119179	In vitro	CAE235				Aeromonas salmonicida	μg/mL	520.0	520.0	-	-	Antibacterial
RID10125			Florfenicol+Myo-inositol	Mixture	30184134	In vivo		Cyprinus carpio		Injected	Aeromonas hydrophila	mg/kg	25+50	25+50	-	-	Antibacterial
RID10121			Eugenia caryophyllata essential oil	Mixture	32119179	In vitro	CAE258				Aeromonas salmonicida	μg/mL	520.0	520.0	-	-	Antibacterial
RID10122			Eugenia caryophyllata flower bud extract	Mixture	32966864	In vitro	Bacteria siolated from Colossoma macropomum				Aeromonas hydrophila	mg/mL	0.235-0.47	0.235-0.47	-	-	Antibacterial
RID10124			Euterpe oleracea fruit extract	Compound	40338409	In vivo		Cyprinus carpio	Juvenile	Feed		g/kg	5.0-20.0	15.0	-	-	Growth promoter
RID10124			Euterpe oleracea fruit extract	Compound	40338409	In vivo		Cyprinus carpio	Juvenile	Feed		g/kg	20.0	20.0	-	-	Immunostimulant
RID10124			Euterpe oleracea fruit extract	Compound	40338409	In vivo		Cyprinus carpio	Juvenile	Feed	Aeromonas hydrophila	g/kg	5.0-20.0	5.0-20.0	-	-	Antibacterial
RID10124			Euterpe oleracea fruit extract	Compound	40338409	In vivo		Cyprinus carpio	Juvenile	Feed	Vibrionaceae	g/kg	20.0	20.0	-	-	Antibacterial
RID10125			Florfenicol+Myo-inositol	Mixture	30184134	In vitro	Bacteria				Aeromonas hydrophila	μg/mL+mM	1.25+5-200+20	1.25+5-200+20	-	-	Antibacterial
RID10121			Eugenia caryophyllata essential oil	Mixture	32119179	In vitro	CAE452				Aeromonas salmonicida	μg/mL	520.0	520.0	-	-	Antibacterial
RID10137			Gaultheria procumbens leaf extract	Mixture	34206270	In vitro	Bacteria				Aeromonas salmonicida	µL/mL	3.12	3.12	-	-	Antibacterial
RID10129			Foeniculum vulgare essential oil	Mixture	31905915	In vitro	EA011113				Edwardsiella anguillarum	μg/mL	223.0	223.0	-	-	Antibacterial
RID10129			Foeniculum vulgare essential oil	Mixture	31905915	In vitro	NS2				Aeromonas veronii bv. sobria	μg/mL	275.0	275.0	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Enterococcus moravensis	µL	15.0	15.0	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Escherichia vulgaris	µL	15.0	15.0	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas fluorescens	µL	15.0	15.0	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas frederiksbergensis	µL	15.0	15.0	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas gessardii	µL	15.0	15.0	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas ludensis	µL	15.0	15.0	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Enterococcus faecium	µL	15.0	15.0	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas proteolitica	µL	15.0	15.0	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Vagococcus spp.	µL	15.0	15.0	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Yersinia enterocolitica	µL	15.0	15.0	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Yersinia ruckeri	µL	15.0	15.0	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Yersinia spp.	µL	15.0	15.0	-	-	Antibacterial
RID10137			Gaultheria procumbens leaf extract	Mixture	34206270	In vitro	Bacteria				Aerococcus spp.	µL/mL	12.5	12.5	-	-	Antibacterial
RID10137			Gaultheria procumbens leaf extract	Mixture	34206270	In vitro	Bacteria				Aerococcus viridans	µL/mL	6.25	6.25	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Shewanella baltica	µL	15.0	15.0	-	-	Antibacterial
RID10129			Foeniculum vulgare essential oil	Mixture	31905915	In vitro	NS13				Aeromonas veronii bv. sobria	μg/mL	230.0	230.0	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Enterococcus aquimarinus	µL	15.0	15.0	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Aeromonas salmonicida	µL	15.0	15.0	-	-	Antibacterial
RID10129			Foeniculum vulgare essential oil	Mixture	31905915	In vitro	NS22				Aeromonas veronii bv. sobria	μg/mL	330.0	330.0	-	-	Antibacterial
RID10129			Foeniculum vulgare essential oil	Mixture	31905915	In vitro	PDB				Aeromonas veronii bv. sobria	μg/mL	448.0	448.0	-	-	Antibacterial
RID10129			Foeniculum vulgare essential oil	Mixture	31905915	In vitro	PdKef				Photobacterium damselae subsp. piscicida	μg/mL	71.0	71.0	-	-	Antibacterial
RID10129			Foeniculum vulgare essential oil	Mixture	31905915	In vitro	V1				Vibrio alginolyticus	μg/mL	527.0	527.0	-	-	Antibacterial
RID10129			Foeniculum vulgare essential oil	Mixture	31905915	In vitro	Vak				Vibrio anguillarum	μg/mL	160.0	160.0	-	-	Antibacterial
RID10129			Foeniculum vulgare essential oil	Mixture	31905915	In vitro	VhP1				Vibrio harveyi	μg/mL	306.0	306.0	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Aeromonas spp.	µL	15.0	15.0	-	-	Antibacterial
RID10130			Fokienia hodginsii bark ethyl acetate extract	Mixture	38518713	In vitro	AF364041.1				Tetrahymena piriformis	mg/L	50.0-5000.0	2500.0-5000.0	-	-	Antiparasitic
RID10132			Garcinia mangostana fruit extract	Mixture	20575361	In vitro	ATCC 49512				Flavobacterium columnare	μg/mL	125.0	125.0	-	-	Antibacterial
RID10154			Lavandula angustifolia Hemus essential oil	Mixture	31905915	In vitro	NS2				Aeromonas veronii bv. sobria	μg/mL	302.0	302.0	-	-	Antibacterial
RID10134			Garcinia mangostana fruit pericarp methanol extract	Mixture	29635710	In vitro	ALM-00-173				Flavobacterium columnare	mg/mL	10.0	10.0	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Aerococcus spp.	µL	15.0	15.0	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Aerococcus viridans	µL	15.0	15.0	-	-	Antibacterial
RID10136			Gaultheria procumbens essential oil	Mixture	34206270	In vitro	Bacteria				Aeromonas bestiarum	µL	15.0	15.0	-	-	Antibacterial
RID10132			Garcinia mangostana fruit extract	Mixture	20575361	In vitro	ATCC 49512				Flavobacterium columnare	µL	500.0	500.0	-	-	Antibacterial
RID10154			Lavandula angustifolia Hemus essential oil	Mixture	31905915	In vitro	NS22				Aeromonas veronii bv. sobria	μg/mL	311.0	311.0	-	-	Antibacterial
RID10160			Litsea cubeba fruit essential oil	Mixture	34206270	In vitro	Bacteria				Shewanella baltica	µL	15.0	15.0	-	-	Antibacterial
RID10154			Lavandula angustifolia Hemus essential oil	Mixture	31905915	In vitro	PdKef				Photobacterium damselae subsp. piscicida	μg/mL	27.0	27.0	-	-	Antibacterial
RID10175			Melaleuca ericifolia leaf essential oil	Mixture	34206270	In vitro	Bacteria				Enterococcus aquimarinus	µL/mL	1.56	1.56	-	-	Antibacterial
RID10175			Melaleuca ericifolia leaf essential oil	Mixture	34206270	In vitro	Bacteria				Enterococcus faecium	µL/mL	6.25	6.25	-	-	Antibacterial
RID10175			Melaleuca ericifolia leaf essential oil	Mixture	34206270	In vitro	Bacteria				Enterococcus moravensis	µL/mL	6.25	6.25	-	-	Antibacterial
RID10175			Melaleuca ericifolia leaf essential oil	Mixture	34206270	In vitro	Bacteria				Escherichia vulgaris	µL/mL	12.5	12.5	-	-	Antibacterial
RID10175			Melaleuca ericifolia leaf essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas fluorescens	µL/mL	12.5	12.5	-	-	Antibacterial
RID10175			Melaleuca ericifolia leaf essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas frederiksbergensis	µL/mL	50.0	50.0	-	-	Antibacterial
RID10175			Melaleuca ericifolia leaf essential oil	Mixture	34206270	In vitro	Bacteria				Aeromonas spp.	µL/mL	6.25	6.25	-	-	Antibacterial
RID10175			Melaleuca ericifolia leaf essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas gessardii	µL/mL	12.5	12.5	-	-	Antibacterial
RID10175			Melaleuca ericifolia leaf essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas proteolitica	µL/mL	12.5	12.5	-	-	Antibacterial
RID10175			Melaleuca ericifolia leaf essential oil	Mixture	34206270	In vitro	Bacteria				Shewanella baltica	µL/mL	12.5	12.5	-	-	Antibacterial
RID10175			Melaleuca ericifolia leaf essential oil	Mixture	34206270	In vitro	Bacteria				Vagococcus spp.	µL/mL	12.5	12.5	-	-	Antibacterial
RID10175			Melaleuca ericifolia leaf essential oil	Mixture	34206270	In vitro	Bacteria				Yersinia enterocolitica	µL/mL	6.25	6.25	-	-	Antibacterial
RID10175			Melaleuca ericifolia leaf essential oil	Mixture	34206270	In vitro	Bacteria				Yersinia ruckeri	µL/mL	12.5	12.5	-	-	Antibacterial
RID10175			Melaleuca ericifolia leaf essential oil	Mixture	34206270	In vitro	Bacteria				Yersinia spp.	µL/mL	6.25	6.25	-	-	Antibacterial
RID10175			Melaleuca ericifolia leaf essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas lundensis	µL/mL	12.5	12.5	-	-	Antibacterial
RID00054	CID:15976	CAS:4697-36-3	Carbenicillin	Compound	37970451	In vitro					Klebsiella pneumoniae	μg/mL	64.0	64.0	-	-	Antibacterial
RID10175			Melaleuca ericifolia leaf essential oil	Mixture	34206270	In vitro	Bacteria				Aeromonas salmonicida	µL/mL	12.5	12.5	-	-	Antibacterial
RID10175			Melaleuca ericifolia leaf essential oil	Mixture	34206270	In vitro	Bacteria				Aerococcus viridans	µL/mL	25.0	25.0	-	-	Antibacterial
RID10174			Melaleuca ericifolia essential oil	Mixture	34206270	In vitro	Bacteria				Enterococcus aquimarinus	µL	15.0	15.0	-	-	Antibacterial
RID10174			Melaleuca ericifolia essential oil	Mixture	34206270	In vitro	Bacteria				Enterococcus faecium	µL	15.0	15.0	-	-	Antibacterial
RID10174			Melaleuca ericifolia essential oil	Mixture	34206270	In vitro	Bacteria				Enterococcus moravensis	µL	15.0	15.0	-	-	Antibacterial
RID10174			Melaleuca ericifolia essential oil	Mixture	34206270	In vitro	Bacteria				Escherichia vulgaris	µL	15.0	15.0	-	-	Antibacterial
RID10174			Melaleuca ericifolia essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas fluorescens	µL	15.0	15.0	-	-	Antibacterial
RID10174			Melaleuca ericifolia essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas frederiksbergensis	µL	15.0	15.0	-	-	Antibacterial
RID10175			Melaleuca ericifolia leaf essential oil	Mixture	34206270	In vitro	Bacteria				Aeromonas bestiarum	µL/mL	6.25	6.25	-	-	Antibacterial
RID10174			Melaleuca ericifolia essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas gessardii	µL	15.0	15.0	-	-	Antibacterial
RID10174			Melaleuca ericifolia essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas proteolitica	µL	15.0	15.0	-	-	Antibacterial
RID10174			Melaleuca ericifolia essential oil	Mixture	34206270	In vitro	Bacteria				Shewanella baltica	µL	15.0	15.0	-	-	Antibacterial
RID10174			Melaleuca ericifolia essential oil	Mixture	34206270	In vitro	Bacteria				Vagococcus spp.	µL	15.0	15.0	-	-	Antibacterial
RID10174			Melaleuca ericifolia essential oil	Mixture	34206270	In vitro	Bacteria				Yersinia enterocolitica	µL	15.0	15.0	-	-	Antibacterial
RID10174			Melaleuca ericifolia essential oil	Mixture	34206270	In vitro	Bacteria				Yersinia ruckeri	µL	15.0	15.0	-	-	Antibacterial
RID10174			Melaleuca ericifolia essential oil	Mixture	34206270	In vitro	Bacteria				Yersinia spp.	µL	15.0	15.0	-	-	Antibacterial
RID10174			Melaleuca ericifolia essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas ludensis	µL	15.0	15.0	-	-	Antibacterial
