id	pubchemid	casrn	chemical_name	substance_type	pmid	experiment_type	cell_tissue_microbe_strain	test_organism	test_organism_lifestage	administration_method	target_organism	unit	administered_dose_range	significant_dose_range	time_to_death_of_target_organism_in_minutes	anthelminthic_efficacy_in_percent	therapeutic_action
RID10224			Pogostemon cabli leaf extract	Mixture	34206270	In vitro	Bacteria				Pseudomonas proteolitica	µL/mL	25.0	25.0	-	-	Antibacterial
RID10224			Pogostemon cabli leaf extract	Mixture	34206270	In vitro	Bacteria				Shewanella baltica	µL/mL	12.5	12.5	-	-	Antibacterial
RID10224			Pogostemon cabli leaf extract	Mixture	34206270	In vitro	Bacteria				Vagococcus spp.	µL/mL	12.5	12.5	-	-	Antibacterial
RID10224			Pogostemon cabli leaf extract	Mixture	34206270	In vitro	Bacteria				Yersinia enterocolitica	µL/mL	25.0	25.0	-	-	Antibacterial
RID10229			Propolis aqueous extract	Mixture	28089892	In vitro	S. aurata head-kidney (HK) leucocytes	Sparus aurata			Photobacterium damselae	μg/mL	500.0	500.0	-	-	Antibacterial
RID10224			Pogostemon cabli leaf extract	Mixture	34206270	In vitro	Bacteria				Yersinia ruckeri	µL/mL	12.5	12.5	-	-	Antibacterial
RID00359			Poly-hydroxy butyrate	Compound	25115578	In vitro	Bacteria				V. fischeri, V. alginolyticus, V. harveyi, V. vulnificus, & V. parahaemolyticus.	μg	150.0-600.0	600.0	-	-	Antiadhesive
RID10226			Polygonum aviculare aerial part extract	Compound	31614964	In vitro	WS05				Aeromonas hydrophila	mg/mL	125.0	125.0	-	-	Antibacterial
RID10227			Polygonum cuspidatum root extract	Compound	31614964	In vitro	WS05				Aeromonas hydrophila	mg/mL	250.0	250.0	-	-	Antibacterial
RID10228			Profenofos+Geranium essential oil	Mixture	32408004	In vivo		Cyprinus carpio		Feed		μg/L+mg/kg	4.63+400	4.63+400	-	-	Antioxidant
RID10228			Profenofos+Geranium essential oil	Mixture	32408004	In vivo		Cyprinus carpio		Feed		μg/L+mg/kg	4.63+400	4.63+400	-	-	Anxiolytic
RID10228			Profenofos+Geranium essential oil	Mixture	32408004	In vivo		Cyprinus carpio		Feed		μg/L+mg/kg	4.63+400	4.63+400	-	-	Biochemistry modulator
RID10224			Pogostemon cabli leaf extract	Mixture	34206270	In vitro	Bacteria				Yersinia spp.	µL/mL	12.5	12.5	-	-	Antibacterial
RID10239			Punica granatum fruit extract	Mixture	33905159	In vitro	Parasite	Trachinotus ovatus			Neobenedenia girellae	mg/L	32.8	32.8	-	-	Antiparasitic
RID10240			Punica granatum pericarp ethyl acetate extract	Mixture	38518713	In vitro	AF364041.1				Tetrahymena piriformis	mg/L	50.0-5000.0	1000.0-5000.0	-	-	Antiparasitic
RID10241			Sanocare PUR	Mixture	38471347	In vitro	PN-9801				Vibriosis harveyi	ppm	0.5-5000.0	2500.0-5000.0	-	-	Antibacterial
RID10250			Rosa chinensis flower ethyl acetate extract	Mixture	38518713	In vitro	AF364041.1				Tetrahymena piriformis	mg/L	50.0-5000.0	2500.0-5000.0	-	-	Antiparasitic
RID00062	CID:170990814		Acremocholone	Compound	35194947	In vitro	Bacteria				Vibrio brasiliensis	μg/mL	8.0	8.0	-	-	Antibacterial
RID00062	CID:170990814		Acremocholone	Compound	35194947	In vitro	Bacteria				Vibrio scophthalmi	μg/mL	8.0	8.0	-	-	Antibacterial
RID00062	CID:170990814		Acremocholone	Compound	35194947	In vitro	Bacteria				Vibrio shilonii	μg/mL	8.0	8.0	-	-	Antibacterial
RID10252			Rosmarinus officinalis essential oil	Mixture	31905915	In vitro	EA011113				Edwardsiella anguillarum	μg/mL	81.0	81.0	-	-	Antibacterial
RID10252			Rosmarinus officinalis essential oil	Mixture	31905915	In vitro	NS13				Aeromonas veronii bv. sobria	μg/mL	232.0	232.0	-	-	Antibacterial
RID10249			Rosa chinensis flower aqueous extract	Mixture	38518713	In vitro	AF364041.1				Tetrahymena piriformis	mg/L	500.0-5000.0	5000.0	-	-	Antiparasitic
RID10252			Rosmarinus officinalis essential oil	Mixture	31905915	In vitro	NS2				Aeromonas veronii bv. sobria	μg/mL	244.0	244.0	-	-	Antibacterial
RID10252			Rosmarinus officinalis essential oil	Mixture	31905915	In vitro	PDB				Aeromonas veronii bv. sobria	μg/mL	180.0	180.0	-	-	Antibacterial
RID10252			Rosmarinus officinalis essential oil	Mixture	31905915	In vitro	PdKef				Photobacterium damselae subsp. piscicida	μg/mL	30.0	30.0	-	-	Antibacterial
RID10252			Rosmarinus officinalis essential oil	Mixture	31905915	In vitro	V1				Vibrio alginolyticus	μg/mL	319.0	319.0	-	-	Antibacterial
RID10252			Rosmarinus officinalis essential oil	Mixture	31905915	In vitro	Vak				Vibrio anguillarum	μg/mL	52.0	52.0	-	-	Antibacterial
RID10252			Rosmarinus officinalis essential oil	Mixture	31905915	In vitro	VhP1				Vibrio harveyi	μg/mL	162.0	162.0	-	-	Antibacterial
RID10252			Rosmarinus officinalis essential oil	Mixture	32119179	In vitro	ATCC14174				Aeromonas salmonicida	μg/mL	3628.0	3628.0	-	-	Antibacterial
RID10252			Rosmarinus officinalis essential oil	Mixture	31905915	In vitro	NS22				Aeromonas veronii bv. sobria	μg/mL	110.0	110.0	-	-	Antibacterial
RID10248			Roccal-D Plus	Mixture	21413505	In vitro	Bacterial cultures				Edwardsiella ictaluri & Edwardsiella tarda	Ratio	1:256	1:256	-	-	Antibacterial
RID10247			Ribavirin+Single-walled carbon nanotubes	Mixture	25796971	In vivo		Ctenopharyngodon idella			Grass carp reovirus (GCRV)	mg/L	1.0-20.0	1.0-20.0	-	-	Enhance survival
RID10247			Ribavirin+Single-walled carbon nanotubes	Mixture	25796971	In vivo		Ctenopharyngodon idella			Grass carp reovirus (GCRV)	mg/L	1.0-20.0	1.0-20.0	-	-	Antiviral
RID10241			Sanocare PUR	Mixture	38471347	In vitro	PN-9806				Vibriosis harveyi	ppm	10000.0	10000.0	-	-	Antibacterial
RID10241			Sanocare PUR	Mixture	38471347	In vitro	PN-9807				Vibriosis harveyi	ppm	20000.0	20000.0	-	-	Antibacterial
RID10241			Sanocare PUR	Mixture	38471347	In vitro	PN-9808				Vibriosis harveyi	ppm	250000.0	250000.0	-	-	Antibacterial
RID10241			Sanocare PUR	Mixture	38471347	In vitro	VP AHPND 1212				Vibrio parahaemolyticus	ppm	0.5-250000.0	2500.0-250000.0	-	-	Antibacterial
RID10241			Sanocare PUR	Mixture	38471347	In vitro	VP AHPND 1213				Vibrio parahaemolyticus	ppm	0.5-250000.0	2500.0-250000.0	-	-	Antibacterial
RID10241			Sanocare PUR	Mixture	38471347	In vitro	VP AHPND 1217				Vibrio parahaemolyticus	ppm	0.5-250000.0	2000.0-250000.0	-	-	Antibacterial
RID20009			Quercetin nanoparticles	Nanomaterial	36979642	In vivo		Oreochromis niloticus				mg/kg	400.0	400.0	-	-	Antioxidant
RID20009			Quercetin nanoparticles	Nanomaterial	36979642	In vivo		Oreochromis niloticus				mg/kg	400.0	400.0	-	-	Biochemistry modulator
RID20009			Quercetin nanoparticles	Nanomaterial	36979642	In vivo		Oreochromis niloticus			Aeromonas hydrophila	mg/kg	400.0	400.0	-	-	Antibacterial
RID00061	CID:168114	CAS:23513-15-7	10-gingerol	Compound	33905159	In vitro	Parasite	Trachinotus ovatus			Neobenedenia girellae	mg/L	62.5-933.0	933.0	-	-	Antiparasitic
RID10242			Rheum palmatum rhizome ethyl acetate extract	Mixture	38518713	In vitro	AF364041.1				Tetrahymena piriformis	mg/L	50.0-5000.0	5000.0	-	-	Antiparasitic
RID10243			Rheum palmatum root+rhizome extract	Compound	31614964	In vitro	WS05				Aeromonas hydrophila	mg/mL	41.67	41.67	-	-	Antibacterial
RID10244			Rhus chinensis insect gall aqueous extract	Mixture	38518713	In vitro	AF364041.1				Tetrahymena piriformis	mg/L	500.0-5000.0	2500.0-5000.0	-	-	Antiparasitic
RID10245			Rhus chinensis insect gall ethyl acetate extract	Mixture	38518713	In vitro	AF364041.1				Tetrahymena piriformis	mg/L	50.0-5000.0	5000.0	-	-	Antiparasitic
RID10246			Rhus chinensis insect gall extract	Compound	31614964	In vitro	WS05				Aeromonas hydrophila	mg/mL	10.41	10.41	-	-	Antibacterial
RID10267			Satureja thymbra essential oil	Mixture	31905915	In vitro	NS2				Aeromonas veronii bv. sobria	μg/mL	70.0	70.0	-	-	Antibacterial
RID10200			Origanum compactum essential oil	Mixture	32119179	In vitro	CAE235				Aeromonas salmonicida	μg/mL	458.0	458.0	-	-	Antibacterial
RID00001	CID:10091801	CAS:351518-03-7	Neovestitol	Compound	39387133	In vitro	ALM- 00- 173				Flavobacterium covae	mg/L	2.7-10.9	2.7-10.9	-	-	Antibacterial
RID10061			Canarium luzonicum essential oil	Mixture	34206270	In vitro	Bacteria				Pseudomonas ludensis	µL	15.0	15.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	R-3 (From Atlantic salmon kidney; 2014)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	R-4 (From Coho salmon kidney; 2014)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	R-8 (From Coho salmon kidney; 2015)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs01 (From Coho salmon kidney; 2013)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs02 (From Coho salmon kidney; 2013)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs03 (From Coho salmon kidney; 2013)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs04 (From Coho salmon kidney; 2013)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs05 (From Coho salmon kidney; 2013)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs06 (From Coho salmon kidney; 2013)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs07 (From Coho salmon kidney; 2013)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs08 (From Atlantic salmon kidney; 2013)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs09 (From Atlantic salmon kidney; 2013)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs10 (From Atlantic salmon kidney; 2013)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs11 (From Atlantic salmon kidney; 2013)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs12 (From Atlantic salmon kidney; 2015)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	R-19 (From Coho salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	R-17 (From Coho salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	R-16 (From Coho salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	R-15 (From Coho salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	B-2 (From Atlantic salmon spleen; 2014)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	B-3 (From Atlantic salmon spleen; 2014)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	B-4 (From Atlantic salmon spleen; 2014)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	BKD-2B (From Atlantic salmon kidney; 2017)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	BKD-4B (From Atlantic salmon kidney; 2017)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	DJ2B (From Atlantic salmon spleen; 2014)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	DJ7B (From Atlantic salmon spleen; 2014)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs13 (From Atlantic salmon kidney; 2016)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	DJ7R (From Atlantic salmon kidney; 2014)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	H-13 (From Coho salmon liver; 2018)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	H-2 (From Atlantic salmon liver; 2014)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	H-7 (From Atlantic salmon liver; 2014)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	J7SP2R (From Atlantic salmon kidney; 2014)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	JSP2 (From Atlantic salmon kidney; 2014)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	R-1 (From Atlantic salmon kidney; 2014)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	R-14 (From Coho salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	H-12 (From Coho salmon liver; 2018)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs15 (From Coho salmon kidney; 2016)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs16 (From Atlantic salmon kidney; 2016)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs17 (From Atlantic salmon kidney; 2016)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	36799768	In vitro	Bacteria				Aeromonas hydrophila	μg/mL	10.67-13.33	10.67-13.33	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	37247154	In vitro	ATCC 10536				Escherichia coli	mg/L	50.0	50.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	37247154	In vitro	ATCC 17802				Vibrio parahemolyticus	mg/L	50.0	50.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	37247154	In vitro	ATCC 27853				Pseudomonas aeruginosa	mg/L	50.0	50.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	37247154	In vitro	COFKWD_AC22				Aeromonas caviae	mg/L	50.0	50.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	37247154	In vitro	COFKWD_AH22				Aeromonas hydrophila	mg/L	50.0	50.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	37247154	In vitro	COFKWD_AJ22				Aeromonas jandaei	mg/L	50.0	50.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	36790271	In vitro	OCI18950				Vibrio parahaemolyticus	μg/mL	0.0006-0.0012	0.0006-0.0012	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	37247154	In vitro	COFKWD_AV22				Aeromonas veronii	mg/L	50.0	50.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	37247154	In vitro	COFKWD_SX22				Shewanella xiamenensis	mg/L	50.0	50.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	37247154	In vitro	COFKWD_VC22				Vibrio cholerae	mg/L	50.0	50.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	37598392	In vitro	MTCC1739				Aeromonas hydrophila	μg/mL	20.0	20.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	37598392	In vivo		Labeo rohita	Fingerling		Aeromonas hydrophila	μg/mL	2.5	2.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	37630329	In vitro					Vibrio species	μg/mL	5.0	5.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	38659458	In vitro	LY21811				Nocardia seriolae	µg/tablet	10.0	10.0	-	-	Antibacterial
RID00231	CID:54675783	CAS:10118-90-8	Minocycline	Compound	32207876	In vitro	Bacteria				Aeromonas caviae	μg	2.0	2.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	37247154	In vitro	COFKWD_SB22				Shewanella baltica	mg/L	50.0	50.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	ATCC 33658				Aeromonas salmonicida	μg/mL	0.25	0.25	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	36790271	In vitro	Bacteria from Litopenaeus vannamei shrimps				Vibrio parahaemolyticus	μg/mL	1.22-2.44	1.22-2.44	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs35 (From Atlantic salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs19 (From Atlantic salmon brain; 2016)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs20 (From Atlantic salmon kidney; 2016)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs21 (From Atlantic salmon kidney; 2016)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs22 (From Atlantic salmon liver; 2017)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs23 (From Atlantic salmon kidney; 2017)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs24 (From Atlantic salmon kidney; 2017)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs25 (From Atlantic salmon kidney; 2017)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	S-1 (From Coho salmon spleen; 2014)				Renibacterium salmoninarum	μg/mL	2.0	2.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs26 (From Atlantic salmon kidney; 2017)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs28 (From Atlantic salmon kidney; 2017)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs29 (From Atlantic salmon kidney; 2017)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs30 (From Atlantic salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs31 (From Atlantic salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs32 (From Atlantic salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	1.0	1.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs33 (From Atlantic salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs34 (From Atlantic salmon kidney; 2018)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	Rs27 (From Atlantic salmon kidney; 2017)				Renibacterium salmoninarum	μg/mL	0.5	0.5	-	-	Antibacterial
RID00233	CID:5472496	CAS:72944-05-5	Artepillin C	Compound	39387133	In vitro	ALM- 00- 173				Flavobacterium covae	mg/L	18.0-30.0	18.0-30.0	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	33075142	In vitro	ATCC 25922				Escherichia coli	μg/mL	0.5	0.5	-	-	Antibacterial
RID00230	CID:54675779	CAS:79-57-2	Oxytetracycline	Compound	31905915	In vitro	VhP1				Vibrio harveyi	μg/mL	0.093	0.093	-	-	Antibacterial
RID00217	CID:5318516	CAS:18836-52-7	Pellitorine	Compound	38411855	In vivo		Carassius auratus	Adult		Argulus parasite	g/L	1.0-5.0	2.0-5.0	-	-	Antiparasitic
RID00218	CID:5318638	CAS:56701-24-7	Vestitol	Compound	39387133	In vitro	ALM- 00- 173				Flavobacterium covae	mg/L	2.7-9.0	2.7-9.0	-	-	Antibacterial
RID00219	CID:5320053	CAS:41060-15-5	Neobavaisoflavone	Compound	38518713	In vitro	AF364041.1				Tetrahymena piriformis	mg/L	0.78125-25.0	6.25-25.0	-	-	Antiparasitic
RID00022	CID:11230	CAS:562-74-3	(−)-Terpinen-4-ol	Compound	32119179	In vitro	ATCC14174				Aeromonas salmonicida	μg/mL	500.0	500.0	-	-	Antibacterial
RID00022	CID:11230	CAS:562-74-3	(−)-Terpinen-4-ol	Compound	32119179	In vitro	CAE235				Aeromonas salmonicida	μg/mL	1000.0	1000.0	-	-	Antibacterial
RID00022	CID:11230	CAS:562-74-3	(−)-Terpinen-4-ol	Compound	32119179	In vitro	CAE258				Aeromonas salmonicida	μg/mL	1000.0	1000.0	-	-	Antibacterial
RID00022	CID:11230	CAS:562-74-3	(−)-Terpinen-4-ol	Compound	32119179	In vitro	CAE452				Aeromonas salmonicida	μg/mL	500.0	500.0	-	-	Antibacterial
RID00220	CID:5321010	CAS:28957-04-2	Oridonin	Compound	39848352	In vitro	Grouper spleen (GS) cells				Singapore grouper iridovirus (SGIV)	μM	0.5-2.0	0.5-2.0	-	-	Antiviral
RID00221	CID:5323714	CAS:67-45-8	Furazolidone	Compound	32207876	In vitro	Bacteria				Aeromonas caviae	μg	10.0	10.0	-	-	Antibacterial
RID00221	CID:5323714	CAS:67-45-8	Furazolidone	Compound	35194947	In vitro	Bacteria				Vibrio shilonii	μg/mL	4.0	4.0	-	-	Antibacterial
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	33178154	In vitro	CBS 223.65				Saprolegnia parasitica	μg/mL	800.0	800.0	-	-	Antifungal
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole	Compound	34947966	In vitro	SBW25				Pseudomonas fluorescens	µg/L	32000.0	32000.0	-	-	Antibacterial
RID00222	CID:5329	CAS:723-46-6	Sulfamethoxazole|Sinomin	Compound	32207876	In vitro	Bacteria				Aeromonas caviae	μg	30.0	30.0	-	-	Antibacterial
RID00223	CID:5336	CAS:144-83-2	Sulfapyridine	Compound	34947966	In vitro	SBW25				Pseudomonas fluorescens	µg/L	8000.0	8000.0	-	-	Antibacterial
RID00224	CID:5361	CAS:145-63-1	Suramin	Compound	36943056	In vitro	EPC cells				Spring viremia of carp virus (SVCV)	ng/µL	1.0-100.0	1.0-100.0	-	-	Antiviral
RID00216	CID:53025	CAS:69712-56-7	Cefotetan	Compound	37970451	In vitro					Klebsiella pneumoniae	μg/mL	256.0	256.0	-	-	Antibacterial
RID00215	CID:5284507	CAS:7212-44-4	Nerolidol	Compound	31982567	In vivo		Oreochromis niloticus	Juvenile	Fed nerolidol-loaded nanospheres	Streptococcus agalactiae	mL/kg	0.5-1.0	0.5-1.0	-	-	Antibacterial
