id	pubchemid	casrn	chemical_name	substance_type	pmid	experiment_type	cell_tissue_microbe_strain	test_organism	test_organism_lifestage	administration_method	unit	administered_dose_range	significant_dose_range	trend	measurement	effect
RID00086	CID:23665760	CAS:7681-52-9	Sodium hypochlorite	Compound	33048660	In vivo		Danio rerio	Embryos	Surface disinfected 6 hours postfertilization with 0.15 ppm methylene Blue	ppm	50.0-100.0	50.0-100.0	Decreased	Hatch	Mortality
RID00089	CID:24007	CAS:7446-08-4	Selenium dioxide	Compound	34679941	In vivo		Salmo trutta	Embryos	Water treatment	mg/L	8.0-32.0	16.0-32.0	Decreased	Survival	Mortality
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	22160950	In vivo		Oreochromis niloticus			mg/l	1	1	Abnormal	Ventricle strips tension	Physiology
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	22160950	In vivo		Oreochromis niloticus			mg/l	1	1	Decreased	Area of mitochondria	Morphology
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	22160950	In vivo		Oreochromis niloticus			mg/l	1	1	Decreased	Contraction rate	Physiology
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	22160950	In vivo		Oreochromis niloticus			mg/l	1	1	Increased	Area of mitochondria	Morphology
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	22160950	In vivo		Oreochromis niloticus			mg/l	1	1	Increased	Area of sarcoplasm	Morphology
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment	g/m³	0.7	0.7	Decreased	Prophenoloxidase activity	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment	g/m³	0.7	0.7	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment	g/m³	0.7	0.7	Decreased	Survival	Mortality
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment	g/m³	0.7	0.7	Decreased	Total hematocyte count	Biochemistry
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment	g/m³	0.7	0.7	Increased	Hemocyte Apoptosis	Biochemistry
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + Vibrio alginolyticus infection	g/m³	0.7	0.7	Decreased	Prophenoloxidase activity	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + Vibrio alginolyticus infection	g/m³	0.7	0.7	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + Vibrio alginolyticus infection	g/m³	0.7	0.7	Decreased	Survival	Mortality
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + Vibrio alginolyticus infection	g/m³	0.7	0.7	Decreased	Total hematocyte count	Biochemistry
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + Vibrio alginolyticus infection	g/m³	0.7	0.7	Increased	Hemocyte Apoptosis	Biochemistry
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + White spot syndrome virus infection	g/m³	0.7	0.7	Decreased	Prophenoloxidase activity	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + White spot syndrome virus infection	g/m³	0.7	0.7	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + White spot syndrome virus infection	g/m³	0.7	0.7	Decreased	Total hematocyte count	Biochemistry
RID00092	CID:24462	CAS:7758-98-7	Copper sulfate	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + White spot syndrome virus infection	g/m³	0.7	0.7	Increased	Hemocyte Apoptosis	Biochemistry
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	34216227	In vivo		Oreochromis niloticus			mg/L	0.05	0.05	Decreased	Catalase activity	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	34216227	In vivo		Oreochromis niloticus			mg/L	0.05	0.05	Decreased	Hematocrit (anemia)	Biochemistry
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	34216227	In vivo		Oreochromis niloticus			mg/L	0.05	0.05	Decreased	Hemoglobin	Biochemistry
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	34216227	In vivo		Oreochromis niloticus			mg/L	0.05	0.05	Decreased	Polychromatic cells	Cell(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	34216227	In vivo		Oreochromis niloticus			mg/L	0.05	0.05	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	34216227	In vivo		Oreochromis niloticus			mg/L	0.05	0.05	Increased	Copper (Cu) content	Biochemistry
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	34216227	In vivo		Oreochromis niloticus			mg/L	0.05	0.05	Increased	Glucose-6-phosphate dehydrogenase activity	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	34216227	In vivo		Oreochromis niloticus			mg/L	0.05	0.05	Increased	Glutathione (reduced glutathione)	Biochemistry
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	34216227	In vivo		Oreochromis niloticus			mg/L	0.05	0.05	Increased	Malondialdehyde	Biochemistry
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Decreased	Catalase activity	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Decreased	Protein content	Biochemistry
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Alanine transaminase (ALT)	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Alkaline phosphatase	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Aspartate aminotransferase	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Cortisol	Hormone(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Creatinine	Biochemistry
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Glucose	Biochemistry
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Lactate dehydrogenase	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Malondialdehyde	Biochemistry
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Increased	Urea nitrogen	Biochemistry
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Irregular	Glutathione S-transferase	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	35298018	In vivo		Oreochromis niloticus		Bath	mg/L	0.05	0.05	Irregular	Glutathione reductase	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	37446380	In vivo		Danio rerio	Juvenile		mg/L	0.5	0.5	Decreased	Catalase activity	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	37446380	In vivo		Danio rerio	Juvenile		mg/L	0.5	0.5	Decreased	Glutathione peroxidase activity	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	37446380	In vivo		Danio rerio	Juvenile		mg/L	0.5	0.5	Decreased	Hepatocyte count	Cell(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	37446380	In vivo		Danio rerio	Juvenile		mg/L	0.5	0.5	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	37446380	In vivo		Danio rerio	Juvenile		mg/L	0.5	0.5	Increased	Catalase activity	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	37446380	In vivo		Danio rerio	Juvenile		mg/L	0.5	0.5	Increased	Glutathione peroxidase activity	Enzyme(s)
RID00092	CID:24462	CAS:7758-98-7	Copper sulphate	Compound	37446380	In vivo		Danio rerio	Juvenile		mg/L	0.5	0.5	Increased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment	g/m³	1.5	1.5	Decreased	Prophenoloxidase activity	Enzyme(s)
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment	g/m³	1.5	1.5	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment	g/m³	1.5	1.5	Decreased	Survival	Mortality
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment	g/m³	1.5	1.5	Decreased	Total hematocyte count	Biochemistry
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment	g/m³	1.5	1.5	Increased	Hemocyte Apoptosis	Biochemistry
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + Vibrio alginolyticus infection	g/m³	1.5	1.5	Decreased	Prophenoloxidase activity	Enzyme(s)
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + Vibrio alginolyticus infection	g/m³	1.5	1.5	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + Vibrio alginolyticus infection	g/m³	1.5	1.5	Decreased	Survival	Mortality
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + Vibrio alginolyticus infection	g/m³	1.5	1.5	Decreased	Total hematocyte count	Biochemistry
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + Vibrio alginolyticus infection	g/m³	1.5	1.5	Increased	Hemocyte Apoptosis	Biochemistry
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + White spot syndrome virus infection	g/m³	1.5	1.5	Decreased	Prophenoloxidase activity	Enzyme(s)
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + White spot syndrome virus infection	g/m³	1.5	1.5	Decreased	Superoxide dismutase (SOD) enzyme activity	Enzyme(s)
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + White spot syndrome virus infection	g/m³	1.5	1.5	Decreased	Survival	Mortality
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + White spot syndrome virus infection	g/m³	1.5	1.5	Decreased	Total hematocyte count	Biochemistry
RID00094	CID:24504	CAS:7778-54-3	Calcium hypochlorite	Compound	30453045	In vivo		Procambarus clarkii	Adult	Water treatment + White spot syndrome virus infection	g/m³	1.5	1.5	Increased	Hemocyte Apoptosis	Biochemistry
RID00095	CID:25079965	CAS:20196-89-8	Kaempferol 7-O-rhamnoside	Compound	38522112	In vivo		Carassius auratus			mg/L	9.297	9.297	Decreased	Lethal body concentration	Mortality
RID00096	CID:25245	CAS:5003-48-5	Benorilate	Compound	39992024	In vivo		Carassius auratus			mg/L	10	10	Decreased	Lethal body concentration	Mortality
RID00098	CID:25517	CAS:12125-02-9	Ammonium chloride	Compound	29890241	In vitro	Sahul Indian sea bass kidney (SISK) cell line				mM	100.0-500.0	100.0-500.0	Decreased	Survival	Mortality
RID00099	CID:261501	CAS:886-86-2	Tricaine	Compound	23291569	In vivo		Sparus aurata			mg/L	65	65	Changed	Glutathione S-transferase activity	Enzyme(s)
