id	pubchemid	casrn	chemical_name	substance_type	pmid	experiment_type	cell_tissue_microbe_strain	test_organism	test_organism_lifestage	administration_method	unit	administered_dose_range	significant_dose_range	trend	measurement	effect
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	50.0-150.0	50.0-150.0	Increased	Alkaline phosphatase	Enzyme(s)
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	50.0-150.0	50.0-150.0	Increased	Aspartate aminotransferase	Enzyme(s)
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	50.0-150.0	50.0-150.0	Increased	Creatinine	Biochemistry
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	50.0-150.0	50.0-150.0	Increased	Glucose	Biochemistry
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	150	150	Increased	Hemoglobin	Biochemistry
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	50.0-150.0	50.0-150.0	Increased	Leukocytes	Cell(s)
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	50.0-150.0	50.0-150.0	Increased	Lymphocyte	Cell(s)
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	50.0-150.0	50.0-150.0	Increased	Mean corpuscular volume	Biochemistry
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	50.0-150.0	50.0-150.0	Increased	Neutrophil	Cell(s)
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37431061	In vivo		Oreochromis niloticus		Diet	μg/kg/day	50.0-150.0	50.0-150.0	Increased	Thrombocytes	Cell(s)
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	0.5-2.0	0.5-2.0	Decreased	Area of subintestinal vessels (SIV)	Cell(s)
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1.0-2.0	1.0-2.0	Decreased	Distance	Growth
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1.0-2.0	1.0-2.0	Decreased	End-diastolic volume	Physiology
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1.0-2.0	1.0-2.0	Decreased	End-systolic volume	Physiology
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Decreased	Fms related receptor tyrosine kinase 4 mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Decreased	GATA mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	8	8	Decreased	Hatch	Mortality
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	2	2	Decreased	Heart rate	Physiology
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1.0-2.0	1.0-2.0	Decreased	Intersegmental vessels (ISVs)	Physiology
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Decreased	Kinase insert domain receptor like mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1.0-2.0	1.0-2.0	Decreased	Length of intersegmental vessel	Growth
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Decreased	Myosin regulatory light chain 7 mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	0.1-8.0	4.0-8.0	Decreased	Survival	Mortality
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Decreased	T-box 5a mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Decreased	Vascular endothelial growth factor c mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Increased	Alpha-induced tumor necrosis factor mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	0.5-2.0	0.5-2.0	Increased	Apoptosis	Cell(s)
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1.0-2.0	1.0-2.0	Increased	Area of cardinal vein (CCV)	Growth
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Increased	Caspase 8 mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Increased	Caspase-3 mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	0.5-2.0	0.5-2.0	Increased	Deformation	Development
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Increased	FADD mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Increased	Fax mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Increased	Interleukin 6 mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Increased	Interleukin 8 mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Increased	Interleukin-1 beta mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Increased	Myeloid differentiation primary response protein MyD88 mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	0.5-4.0	0.5-2.0	Increased	Neutrophil	Cell(s)
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Increased	Nuclear factor kappa B mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	0.5-2.0	0.5-2.0	Increased	Number of endothelial cells	Cell(s)
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Increased	TNF receptor-associated factor 6 mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Increased	Toll-like receptor 2 mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Increased	Toll-like receptor 4 mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Increased	bax mRNA	Genetics
RID00026	CID:11650986	CAS:155569-91-8	Emamectin benzoate	Compound	37499828	In vivo		Danio rerio	Embryos		mg/L	1	1	Increased	p53 mRNA	Genetics
RID00263	CID:637760	CAS:94-41-7	Chalcone	Compound	38522112	In vivo		Carassius auratus			mg/L	7.657	7.657	Decreased	Lethal body concentration	Mortality
RID00266	CID:638678	CAS:24305-27-9	Protirelin	Compound	38522112	In vivo		Carassius auratus			mg/L	16.254	16.254	Decreased	Lethal body concentration	Mortality
RID00268	CID:6450551	CAS:319460-85-0	Axitinib	Compound	39992024	In vivo		Carassius auratus			mg/L	10	10	Decreased	Lethal body concentration	Mortality
RID00271	CID:64945	CAS:77-52-1	Ursolic acid	Compound	31494148	In vivo					mg/L	40.0-80.0	40.0-80.0	Decreased	Survival	Mortality
RID00272	CID:64981	CAS:7770-78-7	Arctigenin	Compound	38522112	In vivo		Carassius auratus			mg/L	11.63	11.63	Increased	Lethal body concentration	Mortality
RID00274	CID:65064	CAS:989-51-5	Epigallocatechin-3-gallate	Compound	36680191	In vitro	Fathead minnow (FHM) cells				μg/mL	5.0-20.0	20	Increased	Lesions	Histology
RID00278	CID:6585	CAS:79-21-0	Peracetic Acid	Compound	39175494	In vivo		Sparus aurata	Juvenile	Water treatment	%	0.001	0.001	Decreased	Survival	Mortality
RID00278	CID:6585	CAS:79-21-0	Peracetic acid	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Increased	Glucocorticoid receptor mRNA	Genetics
RID00278	CID:6585	CAS:79-21-0	Peracetic acid	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Increased	Glutathione S-transferase GstA mRNA	Genetics
RID00278	CID:6585	CAS:79-21-0	Peracetic acid	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Increased	Glutathione peroxidase mRNA	Genetics
RID00278	CID:6585	CAS:79-21-0	Peracetic acid	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Increased	HSP70 mRNA	Genetics
RID00278	CID:6585	CAS:79-21-0	Peracetic acid	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Increased	Il13r1a mRNA	Genetics
RID00278	CID:6585	CAS:79-21-0	Peracetic acid	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Increased	Interleukin-1 beta mRNA	Genetics
RID00278	CID:6585	CAS:79-21-0	Peracetic acid	Compound	33218110	In vitro	Leukocytes from olfactory organ of Salmo salar				μM	100	100	Increased	Reactive oxygen species	Biochemistry
RID00028	CID:12011	CAS:615-93-0	2,5-dichloro-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	0.4932	0.4932	Decreased	Lethal body concentration	Mortality
RID00283	CID:6755	CAS:83-72-7	2-Hydroxy-1,4-naphoquinone	Compound	38522112	In vivo		Carassius auratus			mg/L	10.687	10.687	Decreased	Lethal body concentration	Mortality
RID00284	CID:6775	CAS:84-58-2	2,3-dichloro-5,6-dicyano-p-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	5.696	5.696	Decreased	Lethal body concentration	Mortality
RID00286	CID:68101	CAS:488-48-2	Tetrabromo-p-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	1.452	1.452	Decreased	Lethal body concentration	Mortality
RID00287	CID:6817	CAS:85-66-5	Pyocyanin	Compound	25091858	In vitro	Rainbow trout gonad cell line (RTG-2)				mg/L	21.1	21.1	Decreased	Half-maximal inhibitory concentration for glucose metabolism	Biochemistry
RID00287	CID:6817	CAS:85-66-5	Pyocyanin	Compound	25091858	In vitro	Rainbow trout gonad cell line (RTG-2)				mg/L	146.19	146.19	Decreased	Half-maximal inhibitory concentration for mitochondrial dehydrogenase activity	Biochemistry
RID00287	CID:6817	CAS:85-66-5	Pyocyanin	Compound	25091858	In vitro	Rainbow trout gonad cell line (RTG-2)				mg/L	109.83	109.83	Decreased	Half-maximal inhibitory concentration for plasma membrane damage	Biochemistry
RID00287	CID:6817	CAS:85-66-5	Pyocyanin	Compound	25091858	In vitro	Rainbow trout gonad cell line (RTG-2)				mg/L	76.64	76.64	Decreased	Half-maximal inhibitory concentration for protein synthesis	Biochemistry
RID00287	CID:6817	CAS:85-66-5	Pyocyanin	Compound	25091858	In vitro	Rainbow trout gonad cell line (RTG-2)				mg/L	25.0-200.0	25.0-200.0	Decreased	Mitochondrial activity	Biochemistry
RID00287	CID:6817	CAS:85-66-5	Pyocyanin	Compound	25091858	In vitro	Rainbow trout gonad cell line (RTG-2)				mg/L	25.0-200.0	25.0-200.0	Increased	Hydrogen peroxide	Biochemistry
RID00287	CID:6817	CAS:85-66-5	Pyocyanin	Compound	25091858	In vitro	Rainbow trout gonad cell line (RTG-2)				mg/L	25.0-200.0	25.0-200.0	Increased	Plasma membrane damage	Biochemistry
RID00287	CID:6817	CAS:85-66-5	Pyocyanin	Compound	25091858	In vitro	Rainbow trout gonad cell line (RTG-2)				mg/L	25.0-200.0	25.0-200.0	Inhibited	Glucose metabolism	Biochemistry
RID00287	CID:6817	CAS:85-66-5	Pyocyanin	Compound	25091858	In vitro	Rainbow trout gonad cell line (RTG-2)				mg/L	25.0-200.0	25.0-200.0	Inhibited	Protein synthesis	Biochemistry
RID00288	CID:68238	CAS:527-17-3	Duroquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	3.029	3.029	Decreased	Lethal body concentration	Mortality
RID00289	CID:68239	CAS:527-21-9	Tetrafluoro-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	14.37	14.37	Changed	Lethal body concentration	Mortality
RID00029	CID:12035	CAS:616-91-1	N-acetyl-L-cysteine	Compound	13677510	In vivo		Anguilla anguilla	Young	Bath	mM	10	10	Decreased	Survival	Mortality
RID00290	CID:68241	CAS:527-61-7	2,6-dimethylbenzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	1.015	1.015	Changed	Lethal body concentration	Mortality
RID00291	CID:68262	CAS:530-55-2	2,6-dimethoxy-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	1.023	1.023	Changed	Lethal body concentration	Mortality
RID00293	CID:69068	CAS:605-94-7	2,3-dimethoxy-5-methyl-p-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	0.9702	0.9702	Changed	Lethal body concentration	Mortality
RID00294	CID:6909	CAS:87-90-1	Trichloroisocyanuric acid	Compound	32720097	In vivo		Penaeus vannamei	Juvenile		mg/L	0.88	0.88	Changed	Lethal body concentration	Mortality
RID00295	CID:69213	CAS:615-94-1	2,5-dihydroxy-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	99.05	99.05	Changed	Lethal body concentration	Mortality
RID00296	CID:69671	CAS:695-99-8	2-chloro-1,4-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	0.1756	0.1756	Changed	Lethal body concentration	Mortality
RID00298	CID:70055	CAS:844-51-9	2,5-diphenyl-p-benzoquinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	2.566	2.566	Changed	Lethal body concentration	Mortality
RID00003	CID:10114	CAS:471-53-4	Enoxolone	Compound	38835482	In vivo		Micropterus nigricans			μg/mL	4.0-64.0	64	Decreased	Survival	Mortality
RID00300	CID:70291	CAS:935-92-2	2,3,5-trimethylbenzo-1,4-quinone	Compound	39837239	In vivo		Carassius auratus		Bath	mg/L	1.142	1.142	Changed	Lethal body concentration	Mortality
RID00302	CID:712	CAS:50-00-0	Formaldehyde	Compound	21621636	In vivo		Dicentrarchus labrax		Immersion	g/m³	200	200	Decreased	Polychromatic cells	Cell(s)
RID00302	CID:712	CAS:50-00-0	Formaldehyde	Compound	21621636	In vivo		Dicentrarchus labrax		Immersion	g/m³	200	200	Increased	Erythroblasts	Cell(s)
RID00302	CID:712	CAS:50-00-0	Formaldehyde	Compound	21621636	In vivo		Dicentrarchus labrax		Immersion	g/m³	200	200	Increased	Orthochromatic normoblast (erythroblast)	Cell(s)
RID00302	CID:712	CAS:50-00-0	Formaldehyde	Compound	22562751	In vivo		Arbacia lixula	Larva		mg/l	1.79	1.79	Changed	Acute toxic effect concentration	Physiology
RID00302	CID:712	CAS:50-00-0	Formaldehyde	Compound	22562751	In vivo		Paracentrotus lividus	Larva		mg/l	1.78	1.78	Changed	Acute toxic effect concentration	Physiology
RID00302	CID:712	CAS:50-00-0	Formaldehyde	Compound	26266476	In vivo		Aquarana catesbeiana	Tadpoles		mg/L	10.53	10.53	Increased	Lethal body concentration	Mortality
RID00302	CID:712	CAS:50-00-0	Formaldehyde	Compound	38549574	In vivo		Dicentrarchus labrax			ppm	200	200	Changed	Catalase activity	Enzyme(s)
RID00302	CID:712	CAS:50-00-0	Formaldehyde	Compound	38549574	In vivo		Dicentrarchus labrax			ppm	200	200	Increased	Malondialdehyde	Biochemistry
RID00302	CID:712	CAS:50-00-0	Formalin	Compound	15110333	In vivo		Oncorhynchus mykiss			ppm	30.0-300.0	30.0-300.0	Changed	C-reactive protein	Biochemistry
RID00302	CID:712	CAS:50-00-0	Formalin	Compound	30421321	In vivo		Danio rerio	Adult		mg/L	45.73	45.73	Increased	Lethal body concentration	Mortality
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	26401637	In vivo		Daphnia magna			µg/L	0.167	0.167	Changed	Acute toxic effect concentration	Physiology
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Alpha-2-antiplasmin-like isoform X1	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Alpha-2-macroglobulin-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Apolipoprotein A-I-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Apolipoprotein A-IV-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Apolipoprotein B-100 isoform X2	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Apolipoprotein B-100-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Apolipoprotein C1	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Apolipoprotein Eb-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Beta-2-glycoprotein 1-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Beta-enolase	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Beta-globin	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	C-type lectin domain family 4 member E	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Catechol O-methyltransferase domain-containing protein 1-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Complement C3-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Complement C4-B	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Complement c1q-like protein 2	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Complement factor B-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Complement factor I	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Fibrinogen alpha chain-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Fibrinogen beta chain-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Fibrinogen gamma chain-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Haptoglobin-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Heme-binding protein 2-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Hemoglobin subunit alpha	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Hemoglobin subunit alpha-4	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Hemoglobin subunit beta-1	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Heparin cofactor 2	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Heparin cofactor 2-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Histidine-rich glycoprotein-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Histone H2B type 1-A	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Ig kappa chain V region Mem5	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Ig kappa chain V-III region CLL precursor	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Ig kappa chain V-IV region Len	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Leukocyte cell-derived chemotaxin 2 precursor	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Lysozyme C II	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Plasma retinol-binding protein 1	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Plasminogen-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Protein LEG1 homolog	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Protein-methionine sulfoxide oxidase mical2b-like isoform X1	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Retinol-binding protein 4-B	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Saxitoxin and tetrodotoxin-binding protein 2-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Serum albumin 1 precursor	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Type-4 ice-structuring protein LS-12-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Type-4 ice-structuring protein-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Uncharacterized protein LOC106573538	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Venom factor-like	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Changed	Vitamin K-dependent protein S-like isoform X1	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Decreased	Alanine transaminase (ALT)	Enzyme(s)
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Decreased	Albumin	Biochemistry
RID00303	CID:71482	CAS:35575-96-3	Azamethiphos	Compound	31700034	In vivo		Oncorhynchus mykiss		Bath	ppm	0.1	0.1	Decreased	Copper (Cu) content	Biochemistry
